"lang"
{
    "Language"    "russian"
        "subscription_error"	"Мы не смогли продлить вашу подписку, нажмите <font color='#FAF1FF'>ЗДЕСЬ</font> для деталей."
        "subscription_manage"	"Управление"
        "subscription_type_payment"	"Одноразовый платеж"
        "subscription_type_automatic"	"Повторяющаяся от {s:auto_sub_type}"
        "subscription_start_time"	"Подписан с: {t:sub_start_date}"
        "type_payment"	"Платеж"
        "type_payment_one_time"	"Одноразовый"
        "type_payment_reccuring"	"Повторяющийся"

		"payment_window_one_time_hint"		"Вы платите только раз"
		"payment_window_subscription_hint"	"С вас будет взиматься плата сейчас и каждый месяц автоматически"

		"cc_sort_default"	"Стандартная"
		"cc_sort_rarity_up"		"Редкость (Убывает)"
		"cc_sort_rarity_down"	"Редкость (Возрастает)"

		"battle_pass_tier_2"					"ВИП Боевой Пропуск"
		"battle_pass_tier_2_description"	"Разблокирует награды ВИП Боевого Пропуска"
		"battle_pass_extra_rewards_bundle"	"Премиум Набор Боевого Пропуска"
		"battle_pass_extra_rewards_bundle_description"	"• 15% conqueror's presence<br>• +20% power crystal<br>• +10% Lucky Trinket (common/rare/epic)<br>• +3 early bird charms<br>• x100 Rerolls<br>• x6 GG tokens<br>• x4 Legendary Largesses<br>• x2 Breathtaking Benefactions<br>• <font color='#f7b80f'>+2,500 Glory</font><br>• Unlocks exclusive <b>Anima</b> aura<br>• Unlocks exclusive <b>Nightshade</b> skin<br><br><font color='#e80000'>CAN ONLY BE PURCHASED ONCE</font>"

		"html_loading"								"Загрузка этой страницы может занять до 15 секунд, пожалуйста подождите..."

		"bp_reroll"									"Расходный Реролл"
		"bp_reroll_description"						"Предоставляет +1 Расходный Реролл. Реролл редких улучшений стоит 2, эпических - 4."
		"bp_tipping_hand"							"Рука Похвалы"
		"bp_tipping_hand_description"				"Предоставляет возможность хвалить игроков, до 6 раз в день, по 5 Боевой Славы за раз."
		"bp_golden_hand"							"Золотая Рука"
		"bp_golden_hand_description"				"Предоставляет возможность хвалить до 12 раз в день"
		"bp_power_crystal"							"Кристалл Силы"
		"bp_power_crystal_description"				"Повышает силу обычных улучшений параметров на <font color='#e5e5e5'><b>{d:count}%</b></font>. Активируется только в начале матча."
		"bp_conqueror_presence"						"Присутствие Завоевателя"
		"bp_conqueror_presence_description"			"Ускоряет захват сфер улучшений на <font color='#e5e5e5'><b>{d:count}%</b></font> если вы находитесь в них. Используется наивысшее значение среди всех героев в области сферы."
		"bp_lucky_trinket_common"					"Счастливый Брелок (Обычный)"
		"bp_lucky_trinket_common_description"		"Предоставляет <font color='#e5e5e5'><b>{d:count}%</b></font> шанс дублировать любое обычное улучшение."
		"bp_lucky_trinket_rare"						"Счастливый Брелок (Редкий)"
		"bp_lucky_trinket_rare_description"			"Предоставляет <font color='#e5e5e5'><b>{d:count}%</b></font> шанс дублировать любое редкое улучшение."
		"bp_lucky_trinket_epic"						"Счастливый Брелок (Эпический)"
		"bp_lucky_trinket_epic_description"			"Предоставляет <font color='#e5e5e5'><b>{d:count}%</b></font> шанс дублировать любое эпическое улучшение."
		"bp_early_bird_charm"						"Амулет Ранней Пташки"
		"bp_early_bird_charm_description"			"Предоставляет случайное обычное улучшение параметров. Стакается с собой. Срабатывает только в начале матча."
		"bp_teamwork_enhancer"						"Усилитель командной работы"
		"bp_teamwork_enhancer_description"			"Повышает пассивную скорость получения обычных улучшений вашей команды <font color='#e5e5e5'><b>{d:count}%</b></font>. Складывается с усилителями всей команды."
		"bp_gg_token"								"Токен Хорошей Игры"
		"bp_gg_token_description"					"Расходник. При использовании, добавляет 8/10/15/20 (FFA/Duo/Quintet/Octet) к лимиту убийств, и времени игры соответственно. Можно применить только раз за матч."
		"bp_legendary_lagresse"						"Легендарные Щедроты"
		"bp_legendary_lagresse_description"			"Расходник. При применении, добавляет редкое улучшение всем командам"
		"bp_breathtaking_benefaction"				"Завораживающая милость"
		"bp_breathtaking_benefaction_description"	"Расходник. При применении, добавляет эпическое улучшение всем командам"

		"items_bundle"								"Набор"
		"bundle_base_description"					"Этот набор содержит:"
		"item_consumable_use_confirm"				"Подтвердите применение"

		"bp_sub_tier_2_consumable"				"Золотой Поддержавший - 7 Дней"
		"bp_sub_tier_2_consumable_description"	"Предоставляет преимущества Золотого Поддерджавшего на 7 дней.<br>Если вы уже поддерживаете, вы получите 2000 Боевой Славы взамен."
		"bp_sub_tier_2_consumable_confirm_0"		"Вы получите 7 дней <font color='#f7b80f'>Золотого Поддержавшего</font> при применении."
		"bp_sub_tier_2_consumable_confirm_1"		"Поскольку вы уже поддержавший, вы получите <font color='#f7b80f'>2,000</font> Боевой Славы взамен."

		"open_collection"			"Коллекция"
		"open_mail"					"Почта"

        "aura_gyrus"				"Gyrus Aura"
		"aura_orbis"				"Orbis Aura"
		"aura_virtus"				"Virtus Aura"
		"aura_anima"				"Anima Aura"

		"season_reset_1_golden"					"Champion's Aura (Season 1)"
		"season_reset_1_golden_description"		"Награждаются игроки, занявшие ТОП-10 в таблице лидеров Overthrow 3.0 в конце первого сезона."
		"season_reset_1_silver"					"Challenger's Aura (Season 1)"
		"season_reset_1_silver_description"		"Награждаются игроки, занявшие ТОП-100 в таблице лидеров Overthrow 3.0 в конце первого сезона."
		"season_reset_2_golden"					"Winter Champion's Aura 2023"
		"season_reset_2_golden_description"		"Награждаются игроки, занявшие ТОП-10 в таблице лидеров Overthrow 3.0 в конце второго сезона."
		"season_reset_2_silver"					"Winter Challenger's Aura 2023"
		"season_reset_2_silver_description"		"Награждаются игроки, занявшие ТОП-100 в таблице лидеров Overthrow 3.0 в конце второго сезона."
		"season_reset_3_golden"					"Monument to Conquest"
		"season_reset_3_golden_description"		"Награждаются игроки, занявшие ТОП-10 в таблице лидеров Overthrow 3.0 в конце третьего сезона."
		"season_reset_3_silver"					"Monument to Slaughter"
		"season_reset_3_silver_description"		"Награждаются игроки, занявшие ТОП-100 в таблице лидеров Overthrow 3.0 в конце третьего сезона."
        "season_reset_4_golden"					"Champion's Aura (Season 4)"
		"season_reset_4_golden_description"		"Награждаются игроки, занявшие ТОП-10 в таблице лидеров Overthrow 3.0 в конце четвертого сезона."
		"season_reset_4_silver"					"Challenger's Aura (Season 4)"
		"season_reset_4_silver_description"		"Награждаются игроки, занявшие ТОП-100 в таблице лидеров Overthrow 3.0 в конце четвертого сезона."
		"season_reset_5_golden"					"Champion's Aura (Season 5)"
		"season_reset_5_golden_description"		"Награждаются игроки, занявшие ТОП-10 в таблице лидеров Overthrow 3.0 в конце четвертого сезона."
		"season_reset_5_silver"					"Challenger's Aura (Season 5)"
		"season_reset_5_silver_description"		"Награждаются игроки, занявшие ТОП-100 в таблице лидеров Overthrow 3.0 в конце четвертого сезона."
		"season_reset_6_golden"					"Champion's Aura (Season 6)"
		"season_reset_6_golden_description"		"Награждаются игроки, занявшие ТОП-10 в таблице лидеров Overthrow 3.0 в конце четвертого сезона."
		"season_reset_6_silver"					"Challenger's Aura (Season 6)"
		"season_reset_6_silver_description"		"Награждаются игроки, занявшие ТОП-100 в таблице лидеров Overthrow 3.0 в конце четвертого сезона."

		"game_breaker"								"Игрок Против Правил"
		"game_breaker_description"					"Даруется игрокам как награда за помощь в исправлении некоторых багов/уязвимостей <3"

		"legendary_lagresse_used"		"%ARROW%Использовал%ARROW%<img src='file://{images}/custom_game/orb_rare_mini.png'/> <font color='#0084ff'>Легендарные Щедроты</font>, все игроки получают <font color='#0084ff'>Редкое Улучшение</font>"
		"breathtaking_benefaction_used"	"%ARROW%Использовал%ARROW%<img src='file://{images}/custom_game/orb_epic_mini.png'/> <font color='#ea00ff'>Завораживающую Милость</font>, все игроки получают <font color='#ea00ff'>Эпическое Улучшение</font>"
		"gg_token_used"					"%ARROW%Использовал%ARROW%<img src='file://{images}/custom_game/gg_token_mini.png'/> <font color='#ffdd10'>Токен Хорошей Игры</font>!"

		"map_bp_no_items"	"Заходите каждый день для получения бесплатых наград!"
		"map_bp_open_bp"	"Открыть Пропуск"

		"kl_voting_token_cost"	"Стоит 1x"
		"kl_voting_token_count"	"У вас есть {s:gg_token_count}"
		"leaderboard_rank"		"Rank"

		"HeroSelectionStreak"		"Череда:<br>{d:streak_current} / {d:streak_max}"

		"map_orb_gift_to_teams"			"Сделать подарок"
		"map_orb_desc_rare"				"Подарить <font color='#4cd2e4'>РЕДКОЕ УЛУЧШЕНИЕ</font> всем коммандам?"
		"map_orb_remaining_rare"		"У вас осталось <font color='#4cd2e4'>{s:rare_orbs_count}</font>"
		"map_orb_desc_epic"				"Подарить <font color='#f630d3'>ЭПИЧЕСКОЕ УЛУЧШЕНИЕ</font> всем коммандам?"
		"map_orb_remaining_epic"		"У вас осталось <font color='#f630d3'>{s:epic_orbs_count}</font>"
		"bp_second_line_closed_line"	"Требует <font color='#f2a053'>ВИП Боевой Пропуск</font>"

		"treasure_1_description"			"A collection of commonly found items, with the occasional rare find"
		"treasure_2_description"			"A selection of high-value items, with some true gems sprinkled in"
		"treasure_3_description"			"A wealth of sought-after treasures, including a few incredibly rare relics"

		"map_bp_active_buffs"			"Активные Эффекты"

		"tip_trial_available"				"У вас есть купон на бесплатную неделю <font color='#f7b80f'>Золотого Поддержавшего</font> benefits.<br><font color='#ffffff'>Активировать его?</font>"
		"tip_accept_trial"					"Активировать"
		"tip_decline_trial"					"Позже"

		"toast_sub_trial_started"				"<font color='#f7b80f'>Золотой Поддержавший</font> активирован."
		"toast_sub_trial_started_description"	"Теперь у вас есть преимущества золотого поддержавшего! Приятной игры!"

		"dota_hud_error_webapi_request_in_progress"		"Пожалуйста, дождитесь завершения текущего запроса!"

		"reroll_tooltip_consumable"			"Заменить выбор с помощью <font color='#DF0101'>РАСХОДНЫХ РЕРОЛЛОВ</font>.<br>Реролл обычного / <font color='#007cff'>Редкого</font> / <font color='#e400ff'>Эпического</font> Улучшения стоит 1 / <font color='#007cff'>2</font> / <font color='#e400ff'>4</font> реролла."
		"dota_hud_error_cant_equip_unowned_item"	"Нельзя надеть предмет, который вам не принадлежит!"

		"banner_battle_pass_header"	"БОЕВОЙ ПРОПУСК"
		"banner_battle_pass_header_arrived"	"НАЧАЛСЯ!"
		"banner_battle_pass_description"	"Играйте каждый день для <font color='#ff862e'>БЕСПЛАТНЫХ</font> наград!"

		"banner_500k_header"		"500 ТЫСЯЧ"
		"banner_500k_header_subs"	"ПОДПИСЧИКОВ"
		"banner_500k_copy"			"(нажмите чтобы скопировать)"
		"banner_500k_description"	"Используйте код для БЕСПЛАТНЫХ наград!"

		"banner_christmas_header"		"С РОЖДЕСТВОМ!"
		"banner_christmas_copy"			"(нажмите чтобы скопировать)"
		"banner_christmas_description"	"Используйте код для БЕСПЛАТНЫХ наград!"

		"settings_header"						"Настройки"
		"settings_top_menu_hint"				"Открыть Внутриигровые Настройки"

		"settings_category_hero_selection"		"Выбор героя"
		"settings_category_upgrade_selection"	"Выбор улучшения"

		"settings_entry_hide_streaks"			"Скрыть череду побед"
		"settings_entry_tooltip_hide_streaks"	"Ваша череда побед будет отображатся как 0 / 0 для всех игроков, кроме вас"

		"settings_entry_disable_transparent_upgrade_ui"	"Отключить прозрачность интерфейса"
		"settings_entry_tooltip_disable_transparent_upgrade_ui"	"Отключает прозрачность интерфейса выбора улучшения при использовании способностей"

		"settings_entry_generic_from_subscription"				"Общее Улучшение от Подписки"
		"settings_entry_tooltip_generic_from_subscription"		"Меняет дополнительный выбор улучшения способности героя от Подписки на дополнительный выбор общего улучшения."
		"settings_entry_ability_from_subscription"				"Улучшение Умений от Подписки"
		"settings_entry_tooltip_ability_from_subscription"		"Меняет дополнительный выбор улучшения способности героя от Подписки на дополнительный выбор улучшения для умений героя."

		"settings_lock_reason_insufficient_subscription_tier_1"	"Недостаточный Уровень Подписки - Необходим Статус Поддержавшего"
		"settings_lock_reason_insufficient_subscription_tier_2"	"Недостаточный Уровень Подписки - Необходим Статус Золотого Поддержавшего"

		"settings_entry_test_default_1"	"Тестовый Ползунок"
		"settings_entry_tooltip_test_default_1"	"Эта подсказка отображается только в том случае, если она необходима - в некоторых настройках она может отсутствовать"
		"settings_entry_test_default_2"	"Чекбокс Тест"

		"settings_entry_disable_epic_path"		"Отключить частицу Эпической Сферы"
		"settings_entry_tooltip_disable_epic_path"		"Скрывает частицу Эпической Сферы, которая обычно показывается от Kobold со всеми эпическими сферами за пределами центрального кольца."


		"settings_entry_auto_select_favorites"			"Авто выбор избранных улучшений"
		"settings_entry_tooltip_auto_select_favorites"	"Избранные улучшения будут выбраны автоматически с задержкой (можно менять в меню выбора улучшений). Если предлагается два или больше избранных улучшений, будет выбрано первое улучшение"

		"settings_entry_neutral_item_into_stash"	"Нейтральный предмет попадает в тайник"
		"settings_entry_tooltip_neutral_item_into_stash"	"Жетоны нейтральных предметов каждого тира будут помещаться в Нейтральный Тайник, а не в ваш инвентарь"

		"settings_entry_auto_select_favorites"			"Авто выбор избранных улучшений"
		"settings_entry_tooltip_auto_select_favorites"	"Избранные улучшения будут выбраны автоматически с некоторой задержкой. Если предлагается более одного избранного улучшения, выбрано будет первое из списка"

		"settings_entry_lock_first_boots"				"Отключить сборку первых Boots of Speed"
		"settings_entry_tooltip_lock_first_boots"		"Сборка для первых купленных Boots Of Speed будет автоматически заблокирована.<br><br><font color='red'>ПРИМЕЧАНИЕ:</font>Это так же помешает вам купить любые улучшенные сапоги одним нажатием, если вы не еще покупали сапоги в этой игре. Используйте с осторожностью!"


		"leaderboard_top_menu_hint"			"Открыть Таблицу Лидеров"
		"leaderboard"			"Таблица лидеров"
		"leaderboard_player"	"Игрок"
		"leaderboard_rating"	"Рейтинг"

		"voting_to_kick_yes"						"Да"
		"voting_to_kick_no"							"Нет"
		"voting_to_kick_choose_reason_tooltip"		"Выберите причину для изгнания <font color='#23d923'>{s:target_player_name}</font>"
		"voting_to_kick_reason_tooltip"				"Причина: {s:reason}"
		"voting_to_kick_reason_feeding"				"Фид"
		"voting_to_kick_reason_ability_abuse"		"Злоупотребление умениями"
		"voting_to_kick_reason_hateful_talk"		"Агрессивное поведение"
		"voting_to_kick_reason_afk"					"АФК"
		"voting_to_kick_tooltip"					"Выгнать <font color='#ed1313'>{s:target_player_name}</font> ?"
		"voting_to_kick_player_kicked"				"%s1 Был выгнан из игры."
		"voting_to_kick_voiting_for_now"			"Уже идет голосование против игрока. Подождите."
		"voting_to_kick_voting_failed"				"Голосование на изгнание %s1 провалилось."
		"voting_to_kick_kda_tooltip"				"<font color='#94a6be'>У/С/П</font>        {d:kills}/{d:deaths}/{d:assists}"
		"alert_for_ban_message_1"					 "<font color='#FF1111'>[</font>%s1<font color='#FF1111'>]</font> хочет выгнать из игры:"
		"alert_for_ban_message_2"					 "<font color='#FF1111'>[</font>%s1<font color='#FF1111'>]</font>"

		"custom_hud_message_close"					"Нажмите чтобы закрыть"
		"not_yet_kick_time"    						"Вы можете голосовать за изгнание игрока только после 1-ой минуты игры."
		"voting_to_kick_warning"					"На Вас поступило значительное количество жалоб из-за злоупотребления функции исключения игроков. Старайтесь начинать голосование только при наличии веских причин, иначе Вам может быть запрещено пользоваться этой функцией."
		"voting_to_kick_cannot_kick_ban"			"Вы не можете начать голосование за исключение другого игрока, потому что на Вас поступило слишком много жалоб из-за злоупотребления этой функцией."
		"voting_to_kick_cannot_kick_ban_party"		"Вы не можете начать голосование за исключение другого игрока, потому что у кого-то в Вашей группе эта функция заблокирована."

		"Scoreboard_Mute_Voice"						"Заглушить (Звук)"
		"Scoreboard_Mute_Text"						"Заглушить (Текст)"
		"voting_to_kick_cooldown"					"Вы не можете начать голосование за исключение игрока еще (##sec##сек)"
		"hide_voting"								"Скрыть голосование"
		"show_voting"								"Показать голосование"

		"upgrade_levels"	"Уровень: <span class='UpgradeLevels_Value'>{d:current_count}</span><img class='UpgradeLevels_Arrow'/><span class='UpgradeLevels_Value'>{d:new_upgrade_level}</span>"

		"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_lua"								"Mass Serpent Ward"
		"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_lua_Description"					"Призывает %ward_count% невосприимчивых к магии змеиных тотемов, атакующих врагов и постройки."
		"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_lua_scepter_description"			"Позволяет тотемам атаковать две цели одновременно, нанося каждой из них полный урон."
		"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_lua_Lore"							"Заклинание змей было важным элементом в выступлениях Расты. Теперь же змеи беспрекословно выполняют его приказы."
		"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_lua_ward_duration"				"ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_lua_ward_damage"					"УРОН:"
		"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_lua_hits_to_destroy_heroes"		"АТАК ДЛЯ УБИЙСТВА ТОТЕМА:"
		"DOTA_Tooltip_ability_shadow_shaman_mass_serpent_ward_lua_hits_to_destroy_creeps" 		"АТАК КРИПОВ ДЛЯ УНИЧТОЖЕНИЯ:"

		"DOTA_Tooltip_ability_shadow_shaman_shackles_lua"										"Shackles"
		"DOTA_Tooltip_ability_shadow_shaman_shackles_lua_Description"							"ПРЕРЫВАЕМАЯ — связывает врага магическими путами, которые постепенно поглощают жизненную энергию жертвы и не позволяют ей передвигаться или атаковать."
		"DOTA_Tooltip_ability_shadow_shaman_shackles_lua_Lore"									"Заклинание самообороны, познанное Растой после гибели его учителя на Кровоточащих холмах."
		"DOTA_Tooltip_ability_shadow_shaman_shackles_lua_total_damage"							"СУММАРНЫЕ УРОН И ЛЕЧЕНИЕ:"
		"DOTA_Tooltip_ability_shadow_shaman_shackles_lua_channel_time"							"МАКС. ДЛИТЕЛЬНОСТЬ:"

		"DOTA_Tooltip_ability_shadow_shaman_shackles_lua_shard_description"						"Увеличивает дальность применения способности на %shard_bonus_cast_range% и окружает жертву %shard_ward_count% змеиными тотемами, которые живут %shard_ward_duration% сек."

		"banner_halloween_header"	"Хэллоуин"
		"banner_halloween_details"	"• Увеличенные наборы боевой славы!<br>• Все улучшения <font color='#e400ff'>ЭПИЧЕСКИЕ</font>!<br>• Вдвое больше улучшений!"
		"banner_halloween_footer"	"Окончание события 31 октября!"

		"map_container_support"			"Поддержите нас!"
		"map_container_support_desc"	"Подпишитесь и получайте внутриигровые награды!"
		"map_bp_open_subs"				"Подписаться"
		"locked_upgrade_by_supp_level_1"	"Доступно только для <span class='TextSub_1'>Поддержавших</span>"
		"locked_upgrade_by_supp_level_2"	"Доступно только для <span class='TextSub_2'>Золотых Поддержавших</span>"

		"end_game_victory_team"		"<font color='{s:winner_team_color}'>{s:winner_team_name} побеждают!</font>"
		"badge_ally_healing"		"Лечение"
		"badge_damage_dealt"		"Нанесенный Урон"
		"badge_damage_taken"		"Полученный Урон"
		"badge_kills_and_assists"	"Убийства и Помощь"
		"badge_orbs_captured"		"Захват Сфер"
		"badge_stun_duration"		"Дизейблы"
		"badge_upgrades_variety"	"Уникальность Улучшений"
		"badge_wards"				"Варды"
		"badge_kills"				"Убийства"
		"badge_assists"				"Помощи"
		"badge_leath_deaths"		"Меньше смертей"
		"badge_units_summoned"		"Призвано существ"

		"badge_orbs_captured_seconds_postfix"	"c"

		"mvp_place_1"	"Лучший Игрок"
		"mvp_place_2"	"Претендент"
		"mvp_place_3"	"Претендент"
		"end_game_hero_level_and_name"	"{s:hero_name} <span class='EG_HeroLevel'>{i:hero_level}-го ур.</span>"
		"end_game_top_button_my_score"	"Мой Счёт"
		"end_game_top_button_mvp"	"Лучший Игрок"
		"end_game_top_button_full_score"	"Общий Счёт"

		"end_game_mvp_hint_MVP"				"Лучший игрок этой игры"
		"end_game_mvp_hint_RunnerUp"		"Этот игрок стал достойным претендентом при выборе лучшего игрока"

		"end_game_discord"	"Присоединиться к Discord"
		"end_game_feedback"	"Отправить Отзыв"

		"selected_upgrades_generic_common"	"Обычные Улучшения"
		"selected_upgrades_generic_rare"	"Редкие Улучшения"
		"selected_upgrades_generic_epic"	"Эпические Улучшения"

		"reroll_buy_in_shop_hint"			"Купить Рероллы в <font color='#ffda10'>КОЛЛЕКЦИИ</font>.<br><br><i>Нажмите для перехода</i>"


        // Demo UI
        "Refresh_Msg"								"Герой Был Обновлен"
		"LevelUp_Msg"								"Герой Поднял Свой Уровнеь"
		"MaxLevel_Msg"								"Герой Достиг Максимального Уровня"
		"FreeSpellsOn_Msg"							"Бесплатные Заклинания: Включены"
		"FreeSpellsOff_Msg"							"Бесплатные Заклинания: Отключены"
		"InvulnerabilityOn_Msg"						"Неуязвимость: Включена"
		"InvulnerabilityOff_Msg"					"Неуязвимость: Отключена"
		"SpawnAlly_Msg"								"Союзник Был Призван"
		"MaxAllies_Msg"								"Нельзя Призвать Больше Союзников"
		"SpawnEnemy_Msg"							"Противник Был Призван"
		"MaxEnemies_Msg"							"Нельзя Призвать Больше Противников"
		"LevelUpEnemy_Msg"							"Противник Поднял Свой Уровень"
		"MaxLevelEnemy_Msg"							"Противник Достиг Максимального Уровня"
		"SpawnDummyTarget_Msg"						"Тренировочный Манекен Был Призван"
		"RemoveSpawnedUnits_Msg"					"Удалены Призванные Объекты"
		"LaneCreepsOn_Msg"							"Крипы На Линии: Включены"
		"LaneCreepsOff_Msg"							"Крипы На Линии: Отключены"

		"DemoOptions_MinimizeButton"				"Опции Демонстрационного Режима"
		"DemoOptions_UnMinimizeButton"				"  >&#xD;&#xD;&#xD;&#xD;  >"
		"HeroDemo_ButtonCategory"					"Демонстрация Героя"
		"Hero_ButtonCategory"						"Герой"
		"Spawn_ButtonCategory"						"Призвать"
		"Misc_ButtonCategory"						"Настроить"
		"Playback_ButtonCategory"					""
		"Global_ButtonCategory"						"Глобальные Настройки"
		"Map_ButtonCategory"						"Карта"

		"SpawnCreeps_Button"						"Крипы На Линии"
		"SpawnCreepsOn_Msg"							"Крипы На Линии: Включены"
		"SpawnCreepsOff_Msg"						"Крипы На Линии: Отключены"
		"SpawnSingleCreepWave_Button"				"+"
		"SpawnSingleCreepWave_Tooltip"				"Призвать Одну Волну Крипов"

		"TowersEnabled_Button"						"Башни"
		"TowersEnabledOn_Msg"						"Башни: Включены"
		"TowersEnabledOff_Msg"						"Башни: Отключены"

		"Refresh_Button"							"Обновить"
		"LevelUp_Button"							"Поднять Уровень"
		"MaxLevel_Button"							"Поднять Уровень До Максимального"
		"UltraMaxLevel_Button"						"+"
		"UltraMaxLevel_Tooltip"						"Максимальный Уровень С Талантами, Скипетром И Осколком"
		"FreeSpells_Button"							"Бесплатные Заклинания"
		"CombatLog_Button"							"Лог Сражения"
		"Invulnerability_Button"					"Неуязвимость"
		"Reset_Button"								"Сброс"
		"InvulnOn_Button"							"Неуяз. Вкл"
		"InvulnOff_Button"							"Неуяз. Откл"

		"Enemy_Button"								"+ Противник"
		"SelectHero_Button"							"Выбрать Противника"
		"LevelUpEnemy_Button"						"Поднять Уровень Противника"
		"MaxLevelEnemy_Button"						"Максимальный Уровень Противника"

		"Ally_Button"								"+ Союзник"
		"SelectAllyHero_Button"						"Выбрать Союзника"
		"LevelUpAlly_Button"						"Поднять Уровень Союзника"
		"MaxLevelAlly_Button"						"Максимальный Уровень Союзника"

		"DummyTarget_Button"						"+ Тренировочный Манекен"
		"RemoveSpawns_Button"						"Убрать"
		"SelectCosmetics_Button"					"Сменить Снаряжение"
		"ChangeHero_Button"							"Сменить Героя"
		"PauseDemo_Button"							"Пауза"
		"QuitDemo_Button"							"Выйти"
		"NightEnable_Button"						"Ночное Время"

		"Runes_ButtonCategory"						"РУНЫ"
		"RuneSpawn_DoubleDamage_Button"				"Двойной Урон"
		"RuneSpawn_Haste_Button"					"Ускорение"
		"RuneSpawn_Illusion_Button"					"Иллюзии"
		"RuneSpawn_Invisibility_Button"				"Невидимость"
		"RuneSpawn_Regeneration_Button"				"Регенерация"
		"RuneSpawn_Arcane_Button"					"Волшебство"

		"NewSpawn_ButtonCategory"					"СУЩЕСТВА"
		"SpawnUnits_ButtonCategory"					"ПРИЗВАТЬ"
		"EditUnits_ButtonCategory"					"РЕДАКТИРОВАТЬ СУЩЕСТВ"
		"OT3Dev_ButtonCategory"				    	"СФЕРЫ OT3"
		"OT3Dev_Hero_Button"				    	"ГЕРОЙ"
		"OT3Dev_Generic_Button"				    	"ОБЩИЕ"

		"LevelUpSelectedHeroes_Button"				"+1 УРОВЕНЬ"
		"MaxLevelUpSelectedHeroes_Button"			"МАКС. УР."
		"ScepterSelectedHeroes_Button"				"СКИПЕТР"
		"ShardSelectedHeroes_Button"				"ОСКОЛОК"

		"ChooseHero_Button"							"Призываем Героя"
		"SpawnEnemyHero_Button"						"ПРОТИВНИК"
		"SpawnAllyHero_Button"						"СОЮЗНИК"

		"CombatLog_Button"							"ЛОГ СРАЖЕНИЯ"
		"AutoSkill_Button"							"АВТОМАТИЧЕСКИЕ УМЕНИЯ"
		"Reset_Button"								"Сброс"
		"NewHero_Button"							"Новый Герой"

		"GameState_ButtonCategory"					"Состояние Игры"

		"SpawnDummyTargeT_Tooltip"					"Призвать Тренировочный Манекен"
		"Invulnerable_Tooltip"						"Включить Неуязвимость Для Выбранных Героев"
		"ToggleShard_Tooltip"						"Включить Осколок Для Выбранных Героев"
		"ToggleScepter_Tooltip"						"Включить Скипетр Для Выбранных Героев"

		"SpeedIncrement_Tooltip"					"Увеличить Скорость"
		"SpeedDecrement_Tooltip"					"Уменьшить Скорость"
		"SpeedReset_Tooltip"						"Сбросить Скорость До Нормы"

        "DemoOrbTooltip"							"Shift / Alt / Control: x5 / x10 / x50"

        // Demo orb UI
        "DOTA_Tooltip_demo_generic_orb_generic_lifesteal"							"%Вампиризм:"
        "DOTA_Tooltip_demo_generic_orb_generic_secondary_attributes_per_level"		"Вторичные Атрибуты:"
        "DOTA_Tooltip_demo_generic_orb_generic_health_regen"						"Регенерация Здоровья:"
        "DOTA_Tooltip_demo_generic_orb_generic_all_attributes"						"Бонус Ко Всем Атрибутам:"
        "DOTA_Tooltip_demo_generic_orb_generic_magic_resistance"					"%Сопротивление Магии:"
        "DOTA_Tooltip_demo_generic_orb_generic_all_attributes_per_level"			"Бонус Ко Всем Атрибутам За Уровень:"
        "DOTA_Tooltip_demo_generic_orb_generic_status_resistance"					"%Сопротивление Эффектам:"
        "DOTA_Tooltip_demo_generic_orb_generic_spell_lifesteal"						"%Магический Вампиризм:"
        "DOTA_Tooltip_demo_generic_orb_generic_item_cdr"							"%Уменьшение Перезарядки Предметов:"
        "DOTA_Tooltip_demo_generic_orb_generic_spell_amp"							"%Усиление Способностей:"
        "DOTA_Tooltip_demo_generic_orb_generic_damage"								"Урон:"
        "DOTA_Tooltip_demo_generic_orb_generic_primary_attribute"					"Основные Атрибуты:"
        "DOTA_Tooltip_demo_generic_orb_generic_attack_speed"						"Скорость Атаки:"
        "DOTA_Tooltip_demo_generic_orb_generic_mana_regen"							"Восстановление Маны:"
        "DOTA_Tooltip_demo_generic_orb_generic_auto_rune"							"Автоматические Руны:"
        "DOTA_Tooltip_demo_generic_orb_generic_attack_range"						"Дальность Атаки:"
        "DOTA_Tooltip_demo_generic_orb_generic_cast_range"							"Дальность Применения Способностей:"
        "DOTA_Tooltip_demo_generic_orb_generic_primary_attribute_per_level"			"Основные Атрибуты За Уровень:"
        "DOTA_Tooltip_demo_generic_orb_generic_neutral_item_stats"					"%Усиление Нейтральных Предметов:"
        "DOTA_Tooltip_demo_generic_orb_generic_gpm"									"ЗОЛОТО В МИНУТУ:"
        "DOTA_Tooltip_demo_generic_orb_generic_health_percentage"					"%Процентное Увеличение Здоровья:"
